angDist,_RAJ2000,_DEJ2000,recno,SST,M,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,Rank,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,Mmclass,Note2,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
1.077757,69.9325,27.332222,118,043943.8+271956,w,,,11.19,0.05,,11.25,0.05,,11.14,0.06,,10.81,0.06,>,9.99,,,,,>,0.47,,,,,yes-faint,no,,1,,C,,star,III,K0-K2,1.2,2.5,-0.9,<,0.0014,needs add'l followup,b,69.9325,27.3322,69.93279654665,27.33236421816,0.0005176,0.0003692,68.77,151636229863976576,69.93280280448,0.0227,27.33235819395,0.0150,0.0960,0.0254,3.7858,1.844,1.251,0.031,-1.355,0.024,276,1.3593,296.92,0.000,0.000e+00,31,,,16,1.058,0,2.63627e+04,7.52502e+00,14.634891,7.73461e+03,1.48068e+01,15.617447,2.71811e+04,13.662230,1.324,1.955217,,,0,,,140790699327659400,,,587047668,0.002773,0.003479,0.003886,14.634891,0.002773,2.63627e+04,-0.004,0.5006,0.3919,0.2263
1.304392,69.936667,26.031111,119,043944.8+260152,M,ITG 15,,8.47,0.05,,8.13,0.05,,7.69,0.05,,7.04,0.05,,3.96,0.04,,1.32,0.22,>,-2.26,,yes,yes,yes,yes,yes,"g,i",1,ITG 15,A+,yso,class II,II,M5,,4.4,-0.3,,0.072,new member,"d,f,l",69.9367,26.0311,69.93700593165,26.03130730039,0.0011000,0.0007968,85.91,148400229703257856,69.93703900744,0.0514,26.03120974927,0.0320,7.1594,0.0571,125.3603,22.945,6.687,0.068,-21.949,0.050,266,0.5060,961.09,0.362,2.754e+01,31,,,17,1.021,0,1.90516e+04,5.50301e+01,14.987539,9.52156e+02,1.98232e+01,17.891771,3.09934e+04,13.519723,1.677,4.372048,,,0,,,139230699370378058,1237660761073451011,,581044998,0.004175,0.022776,0.009823,14.987539,0.004175,1.90516e+04,0.005,1.0986,0.7986,0.0466
0.984462,70.0025,23.9725,120,044000.6+235821,M,J04400067+2358211,,10.89,0.05,,10.64,0.05,,10.35,0.06,,9.7,0.06,,6.4,0.05,>,0.78,,>,1.15,,,yes,yes-faint,yes,yes,i,1,2MASS J04400067+2358211,A+,yso,class II,II,M6,,0.0,-1.5,,0.096,new member,f,70.0025,23.9725,70.00279804202,23.97252482019,0.0013859,0.0008947,97.02,146874275068113664,70.00283671431,0.0631,23.97243133530,0.0383,7.9145,0.0740,106.9167,22.487,7.951,0.086,-21.034,0.057,275,-0.9533,394.44,0.264,3.940e+00,31,,,16,0.958,0,5.54202e+03,8.99482e+00,16.328197,4.37538e+02,1.30031e+01,18.736004,8.84233e+03,14.881478,1.674,3.854526,,,0,,,136760700027967501,,,570042299,0.003271,0.032387,0.005844,16.328197,0.003271,5.54202e+03,0.073,1.3799,0.9040,-0.1089
1.099534,70.095,24.551944,121,044022.8+243307,M,,,13.06,0.06,,12.25,0.06,,11.43,0.06,,10.46,0.06,,6.52,0.05,>,0.83,,>,-0.91,,,no,no,yes-faint,yes,,1,,,yso,embedded,I,,,,,,,Xgal,c,70.095,24.5519,70.09513719545,24.55222276947,0.0401516,0.0225600,68.50,147679117579464064,70.09514390133,1.1328,24.55222456983,0.5618,0.2427,1.2550,0.1934,1.431,1.372,2.371,0.405,1.600,175,1.6502,213.97,2.632,1.955e+00,95,1.4338,0.2232,12,1.089,0,1.26176e+02,1.22695e+00,20.434923,5.57042e+01,9.66898e+00,20.973822,1.93168e+02,19.033058,1.972,1.940764,,,0,,,137460700951393257,1237664090218824582,,,0.010911,0.188480,0.047876,20.427123,0.010838,1.27086e+02,0.646,38.2622,25.6341,0.3835
0.513738,70.095833,25.950556,122,044023.0+255702,w,,,10.68,0.05,,10.63,0.05,,10.57,0.06,,10.43,0.06,,9.36,0.22,>,0.92,,>,-1.37,,,yes,no,no,no,,1,,B-,yso,star,III,G0,1.0,7.4,-0.5,,2.2E-4,needs add'l followup,l,70.0958,25.9506,70.09589173870,25.95068857135,0.0012072,0.0008518,83.06,148386657606601984,70.09589881674,0.0533,25.95068398540,0.0331,0.2459,0.0586,4.1997,1.765,1.432,0.075,-1.032,0.054,291,0.9870,366.05,0.088,4.491e-01,31,,,17,1.040,0,5.17369e+03,4.10880e+00,16.402864,5.88644e+02,6.19273e+00,18.413910,7.30295e+03,15.089150,1.525,3.324760,,,0,,,139140700958891373,1237660559209791527,,580045161,0.002887,0.011758,0.004781,16.402864,0.002887,5.17369e+03,-0.003,1.2027,0.8580,0.0850
1.379056,70.201667,23.661389,123,044048.4+233941,p,,,13.52,0.06,,,,,13.55,0.08,,,,,9.35,0.2,>,1.12,,>,-0.74,,,yes-faint,,,,,1,,A-,,,II,K0,0.8,2.1,-1.9,,0.012,"possible,new member","b,n",70.2017,23.6614,70.20202670876,23.66158443200,0.0015871,0.0010786,84.82,146810335889850112,70.20207007271,0.0795,23.66153586181,0.0434,1.3874,0.0886,15.6653,14.117,8.937,0.099,-10.928,0.068,229,-0.1229,231.39,0.000,0.000e+00,31,,,16,0.993,0,3.21864e+03,2.48963e+00,16.918186,9.34315e+02,9.57257e+00,17.912310,3.29247e+03,15.954090,1.313,1.958220,,,0,,,136390702020324422,1237664089144951269,,569042949,0.002880,0.011469,0.005826,16.918186,0.002880,3.21864e+03,-0.016,1.5836,1.0837,0.0710
1.359348,70.67125,24.688056,127,044241.1+244117,w,CCDM J04427+2441AB,,7.61,0.05,,7.55,0.05,,7.54,0.05,,7.52,0.05,,6.9,0.05,>,1.06,,>,-1.45,,,no,yes,no,no,,1,CCDM J04427+2441AB,B+,yso,star,III,A0,9.8,,,,,needs add'l followup,l,70.6712,24.6881,70.67159533615,24.68826606483,0.0008453,0.0004263,103.94,147308616520354688,70.67163874194,0.0356,24.68818849251,0.0164,4.0479,0.0380,106.3948,19.580,8.874,0.051,-17.454,0.029,299,12.0368,1682.52,0.221,4.498e+01,95,1.5342,0.0068,15,1.535,0,2.16109e+06,1.04829e+03,9.850687,1.44227e+06,1.97285e+03,9.940928,2.38142e+06,8.805807,1.769,1.135121,,,0,,,,1237660557599440965,,574043389,0.002805,0.003161,0.003972,9.850687,0.002805,2.16109e+06,0.539,0.8268,0.4611,-0.3267
1.650108,70.67125,24.688056,127,044241.1+244117,w,CCDM J04427+2441AB,,7.61,0.05,,7.55,0.05,,7.54,0.05,,7.52,0.05,,6.9,0.05,>,1.06,,>,-1.45,,,no,yes,no,no,,1,CCDM J04427+2441AB,B+,yso,star,III,A0,9.8,,,,,needs add'l followup,l,70.6712,24.6881,70.67164230131,24.68834417626,0.0248406,0.0002203,82.43,147308620814562176,70.67164230131,24.6241,24.68834417626,3.2802,,,,,,,,,38,21.2484,676.56,0.565,5.888e+01,3,,,4,,0,1.02627e+06,5.59295e+03,10.659216,1.40700e+06,5.73555e+03,9.967807,2.34896e+06,8.820707,3.660,1.147100,,,0,,,,1237660557599440965,,,0.006527,0.005232,0.003874,10.659216,0.006527,1.02627e+06,2.429,24.6241,3.2802,0.9977
0.928090,70.724583,25.619167,128,044253.9+253709,w,,,12.84,0.06,,12.79,0.06,,12.61,0.07,,12.48,0.08,,9.64,0.24,>,1.01,,>,0.95,,,yes,no,no,no,,1,,B,not yso,star,III,F5,3.3,2.2,-1.5,,0.0043,needs add'l followup,n,70.7246,25.6192,70.72476352124,25.61936691756,0.0010955,0.0006196,96.27,148219905500843648,70.72477522790,0.0510,25.61935021666,0.0241,0.4741,0.0557,8.5051,4.445,2.375,0.067,-3.758,0.039,326,0.3160,341.01,0.000,0.000e+00,31,,,17,1.011,0,6.91268e+03,2.83864e+00,16.088250,2.10671e+03,8.29218e+00,17.029533,7.05924e+03,15.126000,1.326,1.903533,,,0,,,138740707247853815,1237660760536842441,,579045533,0.002791,0.005104,0.004382,16.088250,0.002791,6.91268e+03,0.004,1.0910,0.6274,-0.1295
1.207618,70.854583,25.951667,130,044325.1+255706,w,,,9.35,0.05,,9.33,0.05,,9.2,0.05,,9.17,0.05,,8.59,0.12,>,0.87,,>,-0.81,,,no,yes,no,no,,1,,B+,yso,star,III,K7-M0,0.5,0.2,-0.5,,2.0E-4,needs add'l followup,"b,l",70.8546,25.9517,70.85494655323,25.95174227818,0.0003106,0.0001723,102.38,148279416567586688,70.85536136644,0.0131,25.95154748210,0.0060,14.4100,0.0137,1052.7379,94.677,83.922,0.019,-43.829,0.011,382,-2.0845,446.35,0.027,1.026e+00,31,,,17,0.924,0,2.03589e+05,3.42191e+01,12.415479,6.30827e+04,5.47651e+01,13.338767,2.05836e+05,11.464092,1.321,1.874675,1.59,1.02,5,4000.0,3.0,139140708552582551,1237660761073778846,,580045702,0.002761,0.002945,0.003812,12.415479,0.002761,2.03589e+05,0.003,0.3056,0.1810,-0.2530
1.118136,70.93875,24.652222,131,044345.3+243908,w,TYC 1834-591-1,,9.49,0.05,,9.46,0.05,,9.42,0.05,,9.43,0.05,,8.31,0.09,>,1.04,,>,0.07,,,yes,yes,no,no,,1,TYC 1834-591-1,B,yso,star,III,,,,,,,pending followup,"c,m",70.9387,24.6522,70.93895946530,24.65246740996,0.0012514,0.0008034,100.74,147294464602944256,70.93896305855,0.0593,24.65244450985,0.0262,0.6062,0.0649,9.3460,5.205,0.735,0.078,-5.153,0.051,430,58.7204,15691.71,0.471,3.941e+02,31,,,17,3.585,0,7.22386e+05,8.03089e+02,11.040444,3.51057e+05,9.47992e+02,11.475098,5.34730e+05,10.427559,1.226,1.047539,,,0,,,,1237664089682280591,,574043677,0.003008,0.004047,0.004541,11.040444,0.003008,7.22386e+05,0.005,1.2386,0.8231,-0.1654
0.405362,70.992917,23.850833,132,044358.3+235103,w,,,6.85,0.05,,6.73,0.05,,6.23,0.05,,6.19,0.05,,6.1,0.04,>,0.81,,>,0.05,,,no,no,yes,no,,1,,C-,yso,star,III,M3,1.4,3.7,0.8,<,9.5E-6,needs add'l followup,"b,k",70.9929,23.8508,70.99297361453,23.85093298889,0.0005033,0.0003522,97.11,146646646096360448,70.99297306706,0.0253,23.85092114180,0.0114,0.3546,0.0260,13.6564,2.668,-0.113,0.031,-2.666,0.022,458,-0.4429,2486.56,0.173,5.219e+01,31,,,18,0.985,0,7.53272e+05,4.08155e+02,10.994987,1.22961e+05,2.79851e+02,12.614121,9.71073e+05,9.779766,1.452,2.834354,57.05,0.46,14,4000.0,3.0,,,,570043518,0.002817,0.003727,0.003971,10.994987,0.002817,7.53272e+05,-0.004,0.5013,0.3550,-0.0892
0.519207,71.325833,24.41,133,044518.2+242436,w,HD 30067,,7.99,0.05,,8.02,0.05,,7.96,0.06,,7.95,0.05,,7.39,0.06,>,0.6,,>,-0.65,,,no,yes,no,no,,1,HD 30067,B+,yso,star,III,A4V,10.6,,,,,needs add'l followup,"l,m",71.3258,24.41,71.32590208591,24.41012978018,0.0003368,0.0002322,91.37,147248216395196672,71.32582460229,0.0166,24.41011703426,0.0067,6.1924,0.0181,342.7771,16.132,-15.875,0.021,-2.868,0.014,478,-1.6925,961.55,0.081,1.044e+01,31,,,18,0.945,0,4.98408e+06,8.22141e+02,8.943404,2.94363e+06,6.03368e+02,9.166336,2.97838e+06,8.562947,1.188,0.603389,,,0,,,,1237660758926491783,,573043891,0.002761,0.002799,0.003787,8.943404,0.002761,4.98408e+06,0.003,0.3367,0.2323,-0.0182
0.990375,71.415833,25.284444,134,044539.8+251704,w,,,8.28,0.05,,8.33,0.05,,8.08,0.05,,8.0,0.05,,7.31,0.05,>,1.02,,>,-0.35,,,yes,yes,no,no,h,1,,B,yso,star,III,M5,0.0,4.9,-0.1,<,7.3E-5,needs add'l followup,"b,c,e,k,l",71.4158,25.2844,71.41609687861,25.28458094182,0.0008428,0.0005100,98.69,147437023157369344,71.41610069258,0.0412,25.28458131590,0.0166,0.1400,0.0434,3.2221,0.780,0.776,0.052,0.084,0.032,447,4.3965,1720.23,0.256,3.632e+01,31,,,16,1.151,0,4.73764e+04,2.02926e+02,13.998462,3.64322e+03,8.70074e+01,16.434828,7.46170e+04,12.565801,1.652,3.869027,,,0,,,138340714160872100,1237664090219479183,,577045997,0.005405,0.026079,0.008540,13.998462,0.005405,4.73764e+04,0.049,0.8366,0.5200,-0.1546
0.977147,71.46125,25.746667,135,044550.7+254448,M,,,12.91,0.06,,11.94,0.05,,11.05,0.06,,10.09,0.06,,6.82,0.05,>,1.06,,>,-1.01,,,no,no,yes-faint,yes,,1,,,yso,embedded,flat,,,,,,,Xgal,c,71.4612,25.7467,71.46152287195,25.74678217520,0.0106946,0.0076130,80.18,148234370950815104,71.46151923141,0.5686,25.74677996924,0.2596,-1.1219,0.6017,-1.8645,0.889,-0.738,0.660,-0.496,0.479,457,0.7832,511.25,0.000,0.000e+00,95,1.2833,0.1093,17,1.025,0,1.57935e+02,6.95367e-01,20.191170,5.31964e+01,6.03694e+00,21.023836,1.83733e+02,19.087425,1.500,1.936411,,,0,,,138890714615106715,1237660559210382259,,,0.005518,0.123245,0.044174,20.183444,0.005488,1.59063e+02,0.174,10.6175,7.7201,0.1157
1.074244,71.482083,26.316111,136,044555.7+261858,p,,,10.99,0.05,,11.04,0.05,,10.91,0.06,,10.79,0.06,,9.0,0.16,,2.4,0.22,>,-0.43,,yes-faint,yes,no,no,no,,1,,A,not yso,star,II,K4,1.3,2.4,-1.0,,0.021,"possible,new member","b,c",71.4821,26.3161,71.48230769248,26.31633117954,0.0005308,0.0003748,68.73,154272102832530560,71.48231005399,0.0235,26.31632554246,0.0104,0.1571,0.0264,5.9426,1.355,0.476,0.032,-1.268,0.025,485,1.4749,513.27,0.000,0.000e+00,31,,,17,1.047,0,2.78256e+04,6.34382e+00,14.576255,8.01660e+03,1.47855e+01,15.578567,2.90763e+04,13.589046,1.333,1.989521,,,0,,,139580714823250182,1237660559747186935,,582046914,0.002766,0.003434,0.003860,14.576255,0.002766,2.78256e+04,-0.000,0.5130,0.3988,0.2335
0.635983,71.4875,24.678333,137,044557.0+244042,w,,,13.12,0.06,,12.94,0.06,,12.62,0.07,,12.12,0.07,>,10.06,,>,0.82,,>,-0.13,,,,,no,yes,,1,,B-,,class II,III,K2,1.5,1.8,-1.9,,0.015,needs add'l followup,"b,e,n",71.4875,24.6783,71.48767689286,24.67840630254,0.0015881,0.0010911,89.61,147263158586255104,71.48767488142,0.0759,24.67839752972,0.0362,1.3728,0.0807,17.0073,2.016,-0.411,0.098,-1.974,0.068,470,-0.0297,485.96,0.077,2.032e-01,31,,,18,0.998,0,2.64484e+03,1.76102e+00,17.131369,6.47437e+02,9.24820e+00,18.310549,2.97975e+03,16.062447,1.371,2.248102,,,0,,,137610714876814663,1237660759463428356,,574044212,0.002849,0.015758,0.004984,17.131369,0.002849,2.64484e+03,0.002,1.5881,1.0911,0.0052
1.091753,71.54,24.876944,138,044609.6+245237,p,,,12.78,0.06,,12.69,0.06,,12.53,0.07,,12.43,0.07,,9.19,0.21,>,0.87,,>,-1.49,,,yes,no,no,no,,1,,A-,not yso,star,II,early G,2.4,5.4,-1.4,,0.0043,"possible,new member","b,c,n",71.54,24.8769,71.54026552209,24.87712823879,0.0028840,0.0016892,103.22,147371396057182592,71.54027404354,0.1349,24.87712086703,0.0587,0.5843,0.1369,4.2685,2.403,1.739,0.176,-1.659,0.110,390,-0.5935,392.97,0.000,0.000e+00,31,,,17,0.978,0,1.41756e+03,1.54385e+00,17.808514,2.12637e+02,1.01170e+01,19.519444,1.88309e+03,16.560717,1.478,2.958727,,,0,,,137850715402433107,1237664089682542944,,575045183,0.002998,0.051733,0.006101,17.808514,0.002998,1.41756e+03,0.004,2.8340,1.7718,-0.2422
1.049913,71.665833,24.423889,139,044639.8+242526,w,,<,6.62,,<,6.1,,,5.44,0.05,,5.27,0.05,,4.41,0.04,>,1.1,,>,0.12,,,yes,yes,,,h,1,,C-,,,III,M5,0.0,4.5,1.0,<,1.8E-4,needs add'l followup,"b,e,k,l",71.6658,24.4239,71.66614734847,24.42394498922,0.0010790,0.0007641,89.12,147066449083506944,71.66614689537,0.0533,24.42394184035,0.0257,0.1612,0.0572,2.8198,0.715,-0.093,0.067,-0.708,0.047,441,4.2090,12901.15,0.449,3.317e+02,31,,,18,1.145,0,3.98818e+05,2.41672e+03,11.685430,1.94683e+04,9.01222e+02,14.615221,6.62439e+05,10.195031,1.710,4.420190,,,0,,,137300716661059349,1237664089145671718,,573044257,0.007133,0.050338,0.019813,11.685430,0.007133,3.98818e+05,0.031,1.0789,0.7642,0.0108
0.925624,71.685,26.385,140,044644.4+262306,w,,<,6.62,,,6.17,0.05,,5.98,0.05,,5.82,0.05,,4.91,0.04,>,1.01,,>,-3.17,,,yes,yes,no,,,1,,B+,,,III,M4,0.0,3.7,0.8,<,1.8E-4,needs add'l followup,"b,k,l",71.685,26.385,71.68523040590,26.38515332002,0.0013549,0.0008665,91.39,154276221704780544,71.68523702443,0.0611,26.38514278446,0.0265,0.3095,0.0664,4.6617,2.720,1.334,0.084,-2.371,0.054,410,3.3897,9994.49,0.439,2.803e+02,31,,,16,1.121,0,4.20385e+05,1.27103e+03,11.628250,2.44552e+04,4.35630e+02,14.367615,6.66513e+05,10.188374,1.644,4.179241,,,0,,,139660716851232504,1237660761610977450,,582047254,0.004286,0.019541,0.009724,11.628250,0.004286,4.20385e+05,-0.001,1.3547,0.8669,-0.0224
1.843293,71.709583,24.6375,141,044650.3+243815,w,,,13.5,0.06,,13.11,0.22,,13.52,0.09,,13.22,0.11,,10.53,0.25,>,0.88,,>,0.29,,,yes-faint,no,no,yes,,1,,B-,not yso,star,III,K0-K1 w/ Av,2.1,1.8,-2.0,,0.0079,needs add'l followup,"b,n",71.7096,24.6375,71.71008715233,24.63772841269,0.0016088,0.0011682,92.30,147352223323209088,71.71010895642,0.0816,24.63772275090,0.0387,0.9479,0.0827,11.4661,4.638,4.459,0.099,-1.274,0.072,425,-1.4482,397.22,0.000,0.000e+00,31,,,18,0.950,0,2.63086e+03,1.84707e+00,17.137121,6.66479e+02,8.87599e+00,18.279076,2.91121e+03,16.087713,1.360,2.191362,,,0,,,137560717100845846,1237660557599834367,,574044410,0.002859,0.014726,0.005521,17.137121,0.002859,2.63086e+03,-0.002,1.6082,1.1690,-0.0261
0.564153,72.009583,25.566389,142,044802.3+253359,w,,,10.05,0.05,,10.06,0.05,,9.92,0.06,,9.9,0.06,,9.33,0.21,>,1.03,,>,-1.34,,,no,yes-faint,no,no,,1,,B,yso,star,III,K0-K1 w/ Av,0.0,5.9,-0.4,,8.0E-5,needs add'l followup,"b,l",72.0096,25.5664,72.00972041310,25.56648487558,0.0007725,0.0005235,85.68,147468840275123456,72.00972645041,0.0372,25.56648215454,0.0179,0.2131,0.0400,5.3323,1.370,1.225,0.048,-0.612,0.033,440,0.2591,544.14,0.068,7.041e-01,31,,,18,1.008,0,1.00967e+04,7.21736e+00,15.676918,1.15527e+03,1.20316e+01,17.681831,1.42399e+04,14.364128,1.525,3.317703,,,0,,,138680720097050338,1237660760537366606,,578046607,0.002863,0.011647,0.004503,15.676918,0.002863,1.00967e+04,-0.003,0.7713,0.5252,0.0598
0.868421,72.239167,25.981389,144,044857.4+255853,p,2MASX 04485745+2558527,,13.3,0.06,,13.26,0.06,,12.94,0.08,,12.56,0.07,,9.6,0.25,>,1.0,,>,-1.03,,,yes-faint,no,no,no,,1,2MASX J04485745+2558527,B+,not yso,class II,II,K,0.0,5.0,-1.9,,0.015,"possible,new member","b,c,n",72.2392,25.9814,72.23943495543,25.98137595366,0.0112329,0.0046473,98.54,153489937748784512,72.23943495543,11.1297,25.98137595366,4.8893,,,,,,,,,187,84.5694,11249.65,54.359,4.647e+02,3,,,11,,0,4.70488e+01,1.03675e+00,21.505997,8.32121e+01,1.06841e+01,20.538076,6.56484e+02,17.704834,15.722,2.833242,,,0,,,139170722394088242,1237660761074303614,,580047485,0.024083,0.139432,0.021300,21.505997,0.024083,4.70488e+01,14.266,11.1297,4.8893,-0.2823
1.507189,72.250417,24.229444,145,044900.1+241346,M,,,14.28,0.06,,13.82,0.06,,13.14,0.08,,10.41,0.06,,6.21,0.05,,1.78,0.22,>,-0.85,,yes,no,yes-faint,no,no,,1,,,yso,contam.,I,,,,,,,Xgal,c,72.2504,24.2294,72.25080156852,24.22967268085,0.0091608,0.0040836,86.53,147089916784922624,72.25080156852,9.1473,24.22967268085,4.1137,,,,,,,,,127,17.5032,648.47,34.044,2.874e+01,3,,,11,,0,4.78178e+01,1.12091e+00,21.488394,8.79973e+01,1.11877e+01,20.477370,2.92007e+02,18.584412,7.947,1.892958,,,0,,,137070722507986131,1237664088608932726,,,0.025600,0.138065,0.052947,21.488394,0.025600,4.78178e+01,6.627,9.1473,4.1137,0.1081
1.038770,72.307083,25.430278,146,044913.7+252549,w,,,13.49,0.06,,12.81,0.18,,13.37,0.09,,11.91,0.06,>,9.24,,>,0.83,,>,-1.04,,,,,no,yes,,1,,C-,,contam.,III,F6,2.6,4.5,-1.6,,0.011,needs add'l followup,"b,n",72.3071,25.4303,72.30735839333,25.43042429745,0.0021141,0.0015230,89.75,153409398521305344,72.30736980526,0.1129,25.43041546499,0.0554,0.7209,0.1228,5.8719,3.054,2.319,0.131,-1.987,0.095,373,-1.1757,353.16,0.000,0.000e+00,31,,,19,0.956,0,1.50002e+03,1.58278e+00,17.747128,2.83345e+02,1.05150e+01,19.207754,1.85288e+03,16.578276,1.424,2.629479,,,0,,,138510723073267063,1237660558673838145,,578046782,0.002984,0.040389,0.006285,17.747128,0.002984,1.50002e+03,-0.002,2.1141,1.5230,0.0030
0.689888,72.317917,24.640833,147,044916.3+243827,w,CCDM J04493+2438A,,8.92,0.05,,8.93,0.05,,8.87,0.05,,8.86,0.05,,8.35,0.09,>,0.88,,>,-0.57,,,no,yes,no,no,,1,CCDM J04493+2438A,C,yso,star,III,K2 w/ Av,1.6,0.5,-0.2,,1.8E-4,needs add'l followup,"b,j",72.3179,24.6408,72.31812577233,24.64085973652,0.0003613,0.0002241,102.55,147153757179559296,72.31813258413,0.0167,24.64073906866,0.0076,2.8906,0.0178,162.6365,27.186,1.393,0.022,-27.150,0.014,386,2.4606,756.09,0.080,9.408e+00,31,,,17,1.090,0,3.07929e+05,5.91058e+01,11.966242,1.02101e+05,6.35656e+01,12.815962,2.99559e+05,11.056691,1.304,1.759271,-3.36,0.42,17,5500.0,4.5,,1237664089145933847,,574044991,0.002763,0.002871,0.003797,11.966242,0.002763,3.07929e+05,0.002,0.3560,0.2324,-0.2057
1.135495,72.422917,25.669444,148,044941.5+254010,w,,,12.8,0.06,,12.73,0.06,,12.59,0.07,,12.61,0.09,,9.56,0.26,>,0.76,,,,,,yes,no,no,no,,1,,B+,not yso,star,III,M3,0.0,1.5,-2.0,,0.011,needs add'l followup,"b,c,k",72.4229,25.6694,72.42324116145,25.66956284456,0.0025019,0.0014929,102.25,153430667199253120,72.42321434970,0.1226,25.66955501536,0.0590,4.2301,0.1293,32.7159,5.716,-5.437,0.152,-1.762,0.096,355,-0.4881,370.13,0.000,0.000e+00,31,,,19,0.981,0,1.53253e+03,1.90167e+00,17.723846,1.76966e+02,1.43387e+01,19.718815,2.16315e+03,16.410180,1.527,3.308636,,,0,,,138800724232284051,1237660760537563479,,579047302,0.003067,0.088016,0.007959,17.723846,0.003067,1.53253e+03,0.001,2.4653,1.5525,-0.2183
