_RAJ2000,_DEJ2000,recno,SST,M,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,Rank,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,Mmclass,Note2,_RA,_DE
62.99875,29.71,1,041159.7+294236,w,,,,,,10.91,0.05,,,,,10.22,0.06,,9.88,0.35,>,1.16,,>,1.33,,,yes,no,yes,,,1,,C,,,III,G8-K1,0.9,2.8,-0.8,,0.002,needs add'l followup,b,62.9987,29.71
63.384583,29.290556,2,041332.3+291726,w,,,13.04,0.06,,12.96,0.06,,12.79,0.07,,11.96,0.07,,8.19,0.09,,2.45,0.22,>,0.08,,no,yes,no,no,no,,1,,A,not yso,star,II,,,,,,,pending followup,c,63.3846,29.2906
63.414167,29.353889,3,041339.4+292114,w,,,12.8,0.06,,11.94,0.05,,11.15,0.06,,10.35,0.06,,7.54,0.06,>,1.2,,>,1.46,,,no,no,yes-faint,yes,,1,,B-,yso,embedded,flat,,,,,,,pending followup,j,63.4142,29.3539
63.61375,25.858333,4,041427.3+255130,p,,,13.01,0.06,,12.95,0.06,,12.97,0.07,,12.22,0.08,,9.31,0.21,>,1.33,,>,-0.25,,,yes,no,no,no,,1,,B+,not yso,star,III,G5,2.5,0.4,-1.7,,0.0095,possible,new member,b,n,63.6137,25.8583
63.898333,28.794722,5,041535.6+284741,w,,,13.2,0.06,,12.26,0.06,,11.33,0.06,,10.34,0.06,,5.65,0.04,,2.05,0.22,>,-1.53,,yes,no,yes-faint,yes-faint,yes,,1,,A-,yso,embedded,I,,,,,,,pending followup,c,63.8983,28.7947
63.912917,28.316111,6,041539.1+281858,M,,,8.77,0.05,,8.52,0.05,,8.17,0.05,,7.5,0.05,,4.23,0.04,,1.08,0.22,>,-2.26,,yes,yes,yes,yes,yes,,1,,A+,yso,class II,II,M5,-7.2,2.8,-0.5,,0.075,new member,b,f,l,63.9129,28.3161
63.927917,29.166389,7,041542.7+290959,M,,,9.2,0.05,,9.18,0.05,,9.05,0.05,,9.0,0.06,,4.51,0.04,,-0.16,0.22,>,-2.01,,yes,yes,yes,no,no,,1,,A+,yso,star,II,M0 w/ Av,-1.9,2.5,-0.5,,0.099,new member,b,f,63.9279,29.1664
63.99125,27.771389,8,041557.9+274617,M,,,9.72,0.05,,9.4,0.05,,9.06,0.05,,8.37,0.05,,5.74,0.04,>,1.22,,>,-1.58,,,yes,yes,yes,yes,,1,,A+,yso,class II,II,M6,-32.2,1.1,-1.1,,0.12,new member,b,f,l,63.9912,27.7714
64.02,26.300278,9,041604.8+261801,w,,,12.27,0.05,,11.5,0.05,,10.73,0.06,,9.85,0.06,,6.53,0.05,>,1.3,,>,-1.27,,,no,yes-faint,yes-faint,yes,,1,,C-,yso,embedded,flat,,,,,,,pending followup,,64.02,26.3003
64.024167,28.240556,10,041605.8+281426,w,,,16.29,0.08,,15.41,0.09,,14.31,0.15,,13.27,0.12,,8.79,0.14,,2.36,0.22,>,-1.49,,yes-faint,,no,no,no,,0,,C,not yso,contam.,I,,,,,,,pending followup,,64.0242,28.2406
64.102083,29.149444,11,041624.5+290858,w,HD 281820,,9.49,0.05,,9.49,0.05,,9.45,0.05,,9.44,0.05,,8.28,0.09,>,1.25,,>,-0.98,,,yes,yes,no,no,,1,HD 281820,B,yso,star,III,A2,11.5,0.8,0.3,,1.7E-4,needs add'l followup,b,n,64.1021,29.1494
64.275833,26.736944,12,041706.2+264413,w,,,11.08,0.05,,11.12,0.05,,11.1,0.06,,11.0,0.06,,8.92,0.16,>,0.96,,>,0.18,,,yes,no,no,no,,1,,B+,not yso,star,III,K3,1.5,0.9,-1.0,,0.002,needs add'l followup,b,64.2758,26.7369
64.504583,28.590556,13,041801.1+283526,p,,,11.15,0.05,,11.12,0.05,,11.05,0.06,,10.94,0.06,,9.1,0.13,>,1.54,,>,-0.22,,,yes,no,no,no,,1,,B+,not yso,star,III,K0-K2:,1.1,6.2,-0.9,,0.0013,possible,new member,b,o,64.5046,28.5906
64.51375,24.669167,14,041803.3+244009,w,,,10.08,0.05,,10.07,0.05,,10.03,0.06,,9.83,0.05,,7.21,0.05,>,1.1,,>,-0.39,,,yes,yes-faint,no,no,,1,,B,yso,star,III,A9,7.9,0.3,-0.3,,0.0022,needs add'l followup,b,e,n,64.5137,24.6692
64.54375,28.746389,15,041810.5+284447,w,,,12.42,0.05,,11.73,0.05,,10.94,0.06,,10.06,0.06,,6.42,0.05,,1.84,0.22,>,2.04,,yes,no,no,yes-faint,yes,,1,,C,yso,class II,I,,,,,,,pending followup,,64.5437,28.7464
64.544583,25.3325,16,041810.7+251957,M,[GBM90] L1506 1,,8.1,0.05,,7.76,0.05,,7.27,0.05,,6.33,0.05,,4.42,0.04,,1.72,0.22,>,-1.45,,yes,yes,yes,yes,yes,h,1,[GBM90] L1506 1,A+,yso,class II,II,K8-M0,-4.3,4.3,-0.3,,0.11,new member,a,b,e,f,o,64.5446,25.3325
64.596667,25.324444,17,041823.2+251928,w,2MASX 04182321+2519281,,11.79,0.05,,11.09,0.05,,10.44,0.06,,9.57,0.05,,6.18,0.05,>,1.18,,>,-1.08,,,yes-faint,yes-faint,yes-faint,yes,,1,2MASX J04182321+2519281,B+,yso,class II,flat,G,1.9,7.7,-1.8,,0.34,needs add'l followup,b,e,l,n,64.5967,25.3244
64.63,28.438056,18,041831.2+282617,w,,,14.0,0.06,,13.24,0.06,,12.66,0.07,,11.82,0.06,,6.6,0.05,,2.4,0.22,,,,yes,,yes-faint,no,no,,0,,B+,yso,class II,I,,,,,,,pending followup,c,64.63,28.4381
64.741667,23.841944,19,041858.0+235031,w,,,12.68,0.06,,11.85,0.05,,11.07,0.06,,10.22,0.06,,7.27,0.05,>,1.2,,>,0.33,,,no,no,yes-faint,yes,,1,,B,yso,embedded,flat,,,,,,,pending followup,c,64.7417,23.8419
64.745833,25.961111,20,041859.0+255740,w,,,13.08,0.06,,12.06,0.06,,11.1,0.06,,9.9,0.06,,5.96,0.04,>,1.25,,>,1.82,,,no,yes-faint,yes-faint,yes,,1,,B-,yso,embedded,I,,,,,,,pending followup,,64.7458,25.9611
64.900833,26.882222,21,041936.2+265256,w,,,12.26,0.05,,12.22,0.06,,12.17,0.06,,12.09,0.06,,9.27,0.15,>,1.55,,>,-0.29,,,yes,no,no,no,,1,,B,not yso,star,III,G3,2.7,0.8,-1.3,,0.0032,needs add'l followup,b,n,64.9008,26.8822
64.918333,27.016667,22,041940.4+270100,w,,,12.81,0.06,,11.95,0.05,,11.15,0.06,,10.25,0.06,,6.69,0.05,>,1.63,,>,0.34,,,no,no,yes-faint,yes,,1,,B-,yso,embedded,I,,,,,,,pending followup,g,l,64.9183,27.0167
64.9225,27.268611,23,041941.4+271607,P,HH390 star,,11.25,0.05,,10.42,0.05,,9.87,0.05,,9.32,0.05,,3.23,0.04,,-0.79,0.22,,-3.01,0.22,yes,yes,yes,yes,yes,,1,2MASS J04194148+2716070,A,yso,class II,I,<M0,,5.5,-1.7,,0.87,probable,new member,c,l,64.9225,27.2686
64.94375,27.215278,24,041946.5+271255,w,,,10.17,0.05,,9.47,0.05,,8.75,0.05,,8.14,0.05,,4.05,0.04,>,1.16,,>,-1.12,,,yes,yes,yes,yes,,1,,B,yso,embedded,I,,,,,,,pending followup,c,f,64.9437,27.2153
65.067083,28.358889,25,042016.1+282132,M,,,11.86,0.05,,11.48,0.05,,11.13,0.06,,10.57,0.06,,8.23,0.08,>,1.07,,>,-0.28,,,yes,no,yes-faint,yes,,1,,A+,yso,class II,II,M6e,-133.1,0.2,-2.1,,0.13,new member,b,c,f,k,65.0671,28.3589
65.089167,28.230278,26,042021.4+281349,M,,,12.82,0.06,,12.42,0.06,,12.13,0.06,,11.64,0.06,,8.86,0.12,,2.54,0.22,>,-0.75,,yes-faint,no,no,no,yes,,1,,A+,yso,class II,flat,M0e,-489.1,3.5,-2.4,,0.44,new member,a,b,c,f,l,65.0892,28.2303
65.1075,28.323056,27,042025.8+281923,M,,,9.19,0.05,,8.52,0.05,,7.92,0.05,,7.12,0.05,,3.78,0.04,,1.92,0.22,>,-1.07,,yes,yes,yes,yes,yes,,1,,A+,yso,class II,flat,M4e,-102.2,11.2,-1.5,,0.71,new member,b,c,f,k,l,65.1075,28.3231
65.1075,28.278056,28,042025.8+281641,w,,,9.45,0.05,,9.39,0.05,,9.31,0.05,,9.31,0.05,,8.81,0.09,>,1.13,,>,-0.54,,,no,yes,no,no,,1,,B,yso,star,III,G2:,3.1,1.0,-0.2,,1.6E-4,needs add'l followup,b,65.1075,28.2781
65.108333,28.068889,29,042026.0+280408,M,,,9.4,0.05,,9.03,0.05,,8.61,0.05,,7.02,0.05,,3.26,0.04,,0.85,0.22,>,0.42,,yes,yes,yes,yes,yes,,1,,A+,yso,class II,II,M2,-5.3,0.0,-0.7,,0.26,new member,b,c,f,k,l,65.1083,28.0689
65.28875,27.843333,30,042109.3+275036,M,,,9.96,0.05,,9.78,0.05,,9.6,0.05,,9.22,0.05,,7.17,0.05,>,1.53,,>,-1.65,,,yes,yes,yes,yes,,1,,A+,yso,class II,III,M3-4e,-17.6,0.0,-1.0,,0.02,new member,b,c,f,k,l,65.2887,27.8433
65.295417,25.883056,31,042110.9+255259,w,V412 Tau,<,6.62,,<,6.1,,,5.37,0.05,,5.17,0.05,,4.33,0.04,>,1.21,,>,0.02,,,yes,yes,,,,1,V412 Tau,B,,,III,A1,9.2,8.3,2.1,,7.1E-5,needs add'l followup,b,l,65.2954,25.8831
65.398333,25.643056,32,042135.6+253835,p,,,12.22,0.05,,12.18,0.06,,12.15,0.06,,11.5,0.06,,9.44,0.25,>,1.01,,>,-0.28,,,yes,no,no,no,,1,,B,not yso,star,III,F6-G0,3.1,1.2,-1.2,,0.0043,possible,new member,b,n,65.3983,25.6431
65.442917,24.418056,33,042146.3+242505,w,,,7.73,0.05,,7.8,0.05,,7.57,0.05,,7.43,0.05,,6.71,0.05,>,1.19,,>,1.12,,,yes,yes,no,no,,1,,B+,yso,star,III,M3,0.0,2.9,0.1,<,2.3E-4,needs add'l followup,b,k,65.4429,24.4181
65.46375,26.955556,34,042151.3+265720,w,,,12.8,0.06,,12.63,0.06,,12.5,0.07,,11.79,0.21,>,11.0,,>,1.49,,>,-0.85,,,,,no,yes,,1,,B,,star,II,,,,,,,pending followup,c,65.4637,26.9556
65.50375,23.908333,35,042200.9+235430,w,,,7.74,0.05,,7.85,0.05,,7.66,0.05,,7.53,0.05,,7.01,0.05,>,1.24,,>,0.68,,,no,yes,no,no,,1,,B+,yso,star,III,M3,0.0,3.7,0.2,<,4.6E-5,needs add'l followup,b,k,l,65.5037,23.9083
65.55375,25.783056,36,042212.9+254659,w,,,12.58,0.05,,11.84,0.05,,11.2,0.06,,10.36,0.06,,7.24,0.05,>,1.21,,>,-0.14,,,no,no,yes-faint,yes,,1,,B-,yso,class II,flat,,,,,,,pending followup,e,l,65.5537,25.7831
65.565,26.951667,37,042215.6+265706,M,2MASS J04221568+2657060,,11.12,0.05,,10.55,0.05,,10.2,0.06,,9.75,0.05,,3.81,0.04,,-0.51,0.22,>,-1.95,,yes,yes,yes-faint,yes,yes,,1,2MASS J04221568+2657060,A+,yso,class II,I,K8-M0,-7.8,4.5,-1.5,,0.65,new member,b,c,f,g,h,i,l,65.565,26.9517
65.587083,26.713333,38,042220.9+264248,w,,,13.63,0.06,,12.59,0.06,,11.64,0.06,,10.56,0.06,,6.95,0.05,>,1.51,,>,-3.74,,,no,no,yes-faint,no,,1,,A,yso,embedded,I,,,,,,,pending followup,,65.5871,26.7133
65.699167,26.764722,39,042247.8+264553,M,IRAS04196+2638,,8.07,0.05,,7.55,0.05,,7.14,0.05,,6.28,0.05,,3.23,0.04,,0.96,0.22,>,-0.49,,yes,yes,yes,yes,yes,g,i,1,IRAS F04196+2638,A+,yso,class II,II,M1,,6.9,-0.4,,0.24,new member,d,f,l,65.6992,26.7647
65.7275,28.398333,40,042254.6+282354,P,NSV 1577,,7.39,0.05,,7.38,0.05,,7.32,0.05,,7.23,0.05,,4.81,0.04,,0.96,0.22,>,-1.02,,yes,yes,yes,no,no,,1,NSV 1577,A,yso,star,II,A0,10.0,1.5,1.4,,6.0E-4,probable,new member,b,m,65.7275,28.3983
65.775,28.021944,41,042306.0+280119,M,J04230607+2801194,,10.62,0.05,,10.31,0.05,,9.94,0.06,,9.34,0.05,,6.43,0.05,>,0.64,,>,0.31,,,yes,yes,yes,yes,i,1,2MASS J04230607+2801194,A+,yso,class II,II,M6,,0.0,-1.5,,0.1,new member,f,l,65.775,28.0219
65.825833,26.6875,42,042318.2+264115,M,J04231822+2641156,,9.47,0.05,,9.15,0.05,,8.81,0.05,,8.1,0.05,,4.56,0.04,,1.82,0.22,>,-1.38,,yes,yes,yes,yes,yes,i,1,2MASS J04231822+2641156,A+,yso,class II,II,M3.5,,8.7,-0.6,,0.081,new member,f,65.8258,26.6875
65.857917,25.065,43,042325.9+250354,w,,,10.01,0.05,,9.91,0.05,,9.64,0.05,,9.61,0.05,,9.42,0.2,>,1.19,,>,-1.06,,,yes,no,no,no,,1,,C-,yso,star,II,,,,,,,pending followup,c,65.8579,25.065
65.897083,25.050556,44,042335.3+250302,M,FU Tau,,8.4,0.05,,7.92,0.05,,7.36,0.05,,6.71,0.05,,4.6,0.04,,2.39,0.22,>,-1.56,,yes,yes,yes,yes,yes,i,1,FU Tau,A+,yso,class II,II,M5e,-88.4,1.9,-0.7,,0.18,new member,b,f,k,l,65.8971,25.0506
65.9125,25.315278,45,042339.0+251855,w,,,15.86,0.08,,15.6,0.08,,14.67,0.22,,13.59,0.15,,8.59,0.09,,2.47,0.22,>,-0.94,,yes-faint,,no,no,no,,0,,C,not yso,contam.,I,,,,,,,pending followup,,65.9125,25.3153
65.95875,26.668333,46,042350.1+264006,w,FS 116,,10.69,0.05,,10.58,0.05,,10.47,0.06,,10.16,0.06,>,9.96,,>,1.14,,>,-1.04,,,,,yes,no,,1,FS 116,C,,star,III,G6-K2 w/Av,1.6,8.2,-0.6,<,0.0011,needs add'l followup,b,o,65.9587,26.6683
65.983333,24.451389,47,042356.0+242705,w,HD 283663,,9.42,0.05,,9.39,0.05,,9.34,0.05,,9.32,0.05,,8.3,0.09,>,1.09,,>,-0.71,,,yes,yes,no,no,,1,HD 283663,B,yso,star,III,A1,6.0,1.6,0.3,,1.2E-4,needs add'l followup,b,n,65.9833,24.4514
65.994167,24.795,48,042358.6+244742,w,,,10.91,0.05,,10.88,0.05,,10.86,0.06,,10.24,0.06,>,9.92,,>,1.28,,>,0.82,,,,,yes,no,,1,,B-,,star,III,K2,2.5,0.0,-1.0,,0.0052,needs add'l followup,b,65.9942,24.795
66.087083,26.514167,49,042420.9+263051,M,J04242090+2630511,,11.83,0.05,,11.45,0.05,,11.0,0.06,,10.4,0.06,,7.46,0.06,>,1.13,,>,-3.45,,,yes,no,yes-faint,yes,i,1,2MASS J04242090+2630511,A+,yso,class II,II,M6.5,,0.3,-1.9,,0.12,new member,f,l,66.0871,26.5142
66.096667,26.835556,50,042423.2+265008,p,,,9.46,0.05,,9.4,0.05,,9.32,0.05,,9.21,0.05,,7.87,0.07,>,0.82,,>,-0.57,,,yes,yes,no,no,,1,,A,yso,star,III,M3,-4.7,1.3,-0.7,,0.0019,possible,new member,b,k,l,66.0967,26.8356
66.314583,28.490833,51,042515.5+282927,M,,,9.89,0.05,,9.79,0.05,,9.71,0.05,,9.71,0.05,,9.31,0.2,>,0.81,,>,-0.24,,,yes,no,no,no,,1,,A+,yso,star,III,M6e,-23.5,0.0,-1.1,<,1.9E-4,new member,b,k,l,66.3146,28.4908
66.3275,25.926389,52,042518.6+255535,w,,<,6.62,,,6.61,0.05,,6.39,0.05,,6.24,0.05,,5.62,0.04,>,1.05,,>,0.28,,,yes,yes,no,,h,1,,B,,,III,M5,0.0,3.7,0.5,<,1.3E-4,needs add'l followup,b,e,k,66.3275,25.9264
66.329583,23.787778,53,042519.1+234716,w,HD 27923,,7.64,0.05,,7.63,0.05,,7.64,0.05,,7.65,0.05,,7.01,0.05,>,1.03,,>,-1.61,,,no,yes,no,no,,1,HD 27923,B-,yso,star,III,B9,8.6,0.1,1.2,,4.0E-5,needs add'l followup,b,m,n,66.3296,23.7878
66.495,27.616944,54,042558.8+273701,w,HD 283637,,9.13,0.05,,9.11,0.05,,9.04,0.05,,9.06,0.05,,8.43,0.1,>,1.01,,>,-2.68,,,no,yes,no,no,,1,HD 283637,B-,yso,star,III,B9,7.0,2.1,0.6,,3.5E-5,needs add'l followup,b,n,66.495,27.6169
66.722083,25.982778,55,042653.3+255858,w,,,15.87,0.07,,15.25,0.08,,14.02,0.13,,12.28,0.08,,7.8,0.07,,1.57,0.22,>,0.21,,yes-faint,,no,no,no,,0,,C,not yso,contam.,I,,,,,,,pending followup,,66.7221,25.9828
66.8375,24.141389,56,042721.0+240829,w,,,13.3,0.14,,13.08,0.06,,13.11,0.08,,12.64,0.09,>,9.71,,>,1.0,,>,0.59,,,,,no,yes,,1,,C-,,star,III,G6,2.8,0.2,-1.8,,0.0042,needs add'l followup,b,j,n,66.8375,24.1414
66.867083,26.389722,57,042728.1+262323,w,,,12.75,0.08,,12.58,0.06,,12.51,0.06,,11.83,0.2,,10.17,0.26,>,0.92,,>,-2.33,,,yes,no,no,yes,,1,,C+,not yso,star,III,K1 w/ Av,1.3,0.0,-1.6,,0.007,needs add'l followup,b,n,66.8671,26.3897
66.875833,24.689722,58,042730.2+244123,w,2MASX 04273023+2441232,,12.86,0.07,,12.87,0.07,,13.06,0.14,,14.34,2.95,,6.68,0.05,,0.41,0.22,>,-1.55,,yes,yes,yes-faint,no,no,,1,2MASX J04273023+2441232,B-,yso,star,I,,,,,,,pending followup,c,66.8758,24.6897
67.043333,24.598056,59,042810.4+243553,w,,,13.55,0.06,,12.53,0.06,,11.63,0.06,,10.54,0.08,,7.49,0.06,>,1.05,,,,,,,no,yes-faint,no,,0,,C,not yso,embedded,flat,,,,,,,pending followup,,67.0433,24.5981
67.239167,24.601944,60,042857.4+243607,w,,,10.4,0.05,,10.38,0.05,,10.25,0.06,,10.2,0.06,,8.88,0.14,>,1.1,,>,1.85,,,yes,no,no,no,,1,,A,yso,star,III,,,,,,,pending followup,c,67.2392,24.6019
67.262083,24.527778,61,042902.9+243140,w,,,7.78,0.05,,7.68,0.05,,7.5,0.05,,7.46,0.05,,7.4,0.06,>,1.05,,>,-1.56,,,yes,no,no,no,,1,,C-,yso,star,III,,,,,,,pending followup,c,67.2621,24.5278
67.271667,26.259722,62,042905.2+261535,w,2MASX 04290517+2615358,,13.3,0.06,,13.14,0.06,,13.15,0.08,,12.62,0.09,>,11.04,,>,1.15,,>,-1.27,,,,,no,yes,,1,2MASX J04290517+2615358,B-,,star,II,,,,,,,pending followup,,67.2717,26.2597
67.3175,28.940833,63,042916.2+285627,w,HD 283629,,9.2,0.05,,9.19,0.05,,9.16,0.06,,9.11,0.05,,8.55,0.11,>,1.09,,,,,,no,yes,no,no,,1,HD 283629,B+,yso,star,III,G6,2.5,0.5,-0.1,,1.5E-4,needs add'l followup,b,67.3175,28.9408
67.336667,27.701944,64,042920.8+274207,p,IRAS 04262+2735,,6.67,0.05,,6.59,0.05,,6.22,0.05,,5.04,0.05,,3.02,0.04,>,1.01,,>,-0.85,,,yes,yes,yes,no,g,1,IRAS 04262+2735,A,yso,class II,II,M6,0.0,4.0,0.4,,0.04,possible,new member,b,c,d,e,k,o,67.3367,27.7019
67.383333,24.516389,65,042932.0+243059,w,,,10.41,0.05,,9.27,0.05,,8.32,0.05,,7.32,0.05,,3.91,0.04,,1.19,0.22,>,-1.43,,yes,yes-faint,yes,yes,yes,,1,,A,yso,embedded,I,,,,,,,pending followup,c,f,67.3833,24.5164
67.4,24.598611,66,042936.0+243555,M,J04293606+2435556,,8.04,0.05,,7.72,0.05,,7.47,0.05,,6.98,0.05,,4.19,0.04,,1.21,0.22,>,-1.75,,yes,yes,yes,yes,yes,i,1,2MASS J04293606+2435556,A+,yso,class II,II,M3,,6.6,-0.1,,0.048,new member,f,g,h,l,67.4,24.5986
67.457917,28.714722,67,042949.9+284253,w,,,13.25,0.06,,12.57,0.06,,11.82,0.06,,10.79,0.06,,7.46,0.06,>,1.12,,>,-0.7,,,no,no,no,yes,,1,,C-,not yso,class II,flat,,,,,,,pending followup,,67.4579,28.7147
67.519583,28.551667,68,043004.7+283306,w,,,9.47,0.05,,9.51,0.05,,9.48,0.05,,9.37,0.05,,8.63,0.12,>,0.95,,>,-2.55,,,no,yes,no,no,,1,,B+,yso,star,III,K2,1.6,1.3,-0.4,,3.6E-4,needs add'l followup,b,67.5196,28.5517
67.600417,28.321111,69,043024.1+281916,w,,,6.92,0.05,,6.92,0.05,,6.75,0.05,,6.55,0.05,,5.84,0.04,>,1.06,,>,-0.49,,,yes,yes,no,no,h,1,,B,yso,star,III,M5,0.0,5.1,0.5,<,9.6E-5,needs add'l followup,b,e,k,67.6004,28.3211
67.6425,25.4075,70,043034.2+252427,w,,,13.64,0.06,,13.56,0.06,,13.42,0.09,,13.38,0.13,,9.46,0.27,>,0.75,,>,-0.93,,,yes-faint,no,no,no,,1,,B+,not yso,star,II,G5-G6 w/ Av,2.7,2.3,-1.9,,0.0085,needs add'l followup,b,n,67.6425,25.4075
67.678333,27.724722,71,043042.8+274329,w,,,7.07,0.05,,7.06,0.05,,6.79,0.05,,6.74,0.05,,6.17,0.05,>,0.95,,>,-1.02,,,yes,yes,no,no,i,1,,B+,yso,star,III,M6,0.0,3.6,0.1,<,3.2E-4,needs add'l followup,b,e,k,67.6783,27.7247
67.68625,26.552222,72,043044.7+263308,w,,,7.33,0.05,,7.35,0.05,,7.29,0.05,,7.21,0.05,,6.91,0.05,,2.29,0.22,>,-1.1,,yes,no,no,no,no,,1,,B+,yso,star,III,K3,1.1,2.2,0.5,,8.9E-4,needs add'l followup,b,l,67.6862,26.5522
67.880833,23.006944,73,043131.4+230025,w,,,10.31,0.05,,10.34,0.05,,10.31,0.06,,9.92,0.06,>,9.41,,>,0.99,,>,-0.57,,,,,yes,no,,1,,B-,,star,III,K2,1.5,1.7,-0.7,,0.0027,needs add'l followup,b,67.8808,23.0069
